"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86"
"34","0","25.779078","30.942482","42.682306","48.346006","56.867774","61.754061","71.182733","75.174048","89.735571","95.11826","108.67634","113.79422","129.64179","141.14993","155.46591","173.9021","182.37144","200.44238","212.51012","223.25415","245.53704","262.49088","272.56493","281.26137","290.73052","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","432.35414","458.74787","476.09909","503.77659","518.12097","544.36118","565.90883","591.04682","605.65665","635.88199","650.08036","676.0325","695.09159","718.41229","741.60939","786.48993","812.87994","831.61205","879.09915","899.13463","914.3094","2667.3249","3251.4665","3994.2024","4073.6275","4185.1703","4598.1859","4730.7569","5274.4574","7032.7863","7759.725","7963.2762","8129.0242","8352.6773","9166.5108","10525.098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","0","20.32235","25.779078","30.942482","42.682306","48.216313","57.290817","62.04776","71.025345","75.012305","89.558848","108.67634","113.79422","130.28013","140.92827","155.23328","174.88804","182.37144","200.17821","212.51012","222.97536","238.56789","245.53704","262.49088","272.56493","281.26137","309.15381","324.09828","332.55318","350.13875","377.91067","398.13052","416.96946","432.35414","458.34819","476.09909","485.92353","503.77659","518.12097","544.79675","565.4649","591.04682","609.33697","635.41141","649.12892","676.0325","694.10776","717.9121","742.11776","758.99196","785.96657","812.87994","830.53589","854.37225","880.20631","898.57505","914.3094","1088.3808","1206.5746","2666.361","3889.9067","3991.8435","4072.4363","4185.1703","4598.1859","5273.102","7758.081","7963.2762","8127.3415","8350.9715","9162.9371","10521.269","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","0","25.873933","30.942482","42.682306","48.216313","56.867774","62.04776","71.025345","75.012305","89.735571","95.300383","108.48185","113.5952","130.28013","140.92827","155.23328","173.9021","182.37144","200.17821","212.51012","222.97536","245.24466","262.18857","272.56493","281.26137","298.41872","308.82572","323.76235","332.21289","350.13875","377.91067","397.75819","416.96946","431.96613","458.34819","475.69191","485.51218","503.35774","518.12097","543.92579","565.02114","590.59314","608.87632","635.41141","649.60456","676.0325","694.59959","717.9121","741.60939","758.47784","785.96657","812.34787","831.07388","854.37225","879.09915","895.22117","913.74511","1087.7651","2665.3973","3991.8435","4071.2453","4183.9629","4595.6549","5271.7467","7754.7933","7963.2762","8123.9765","8349.266","9161.1505","10517.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","0","20.32235","25.779078","30.942482","42.682306","48.086795","56.867774","62.194871","71.025345","75.012305","89.735571","95.11826","108.48185","113.5952","129.42936","153.60969","174.88804","182.37144","200.17821","212.51012","222.97536","238.56789","245.24466","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.21289","350.13875","377.91067","397.75819","416.96946","432.35414","459.14773","476.09909","485.92353","503.77659","518.97102","543.92579","565.4649","590.59314","609.33697","623.70354","635.88199","650.08036","675.54728","694.59959","718.41229","741.60939","758.99196","785.44338","798.04788","812.34787","831.07388","854.9179","880.20631","899.13463","914.3094","1031.8679","1072.4298","1088.3808","1104.4496","1206.5746","1497.1276","1788.8715","2667.3249","3641.3957","3889.9067","3927.2474","3993.0229","4073.6275","4186.3778","4598.1859","7245.6847","7759.725","7963.2762","8127.3415","8350.9715","9164.7238","0","0","0","0","0"
"38","0","20.32235","25.779078","42.682306","47.957452","57.008614","62.342156","71.025345","75.012305","89.735571","108.48185","113.79422","130.28013","155.23328","174.88804","182.37144","200.17821","212.51012","222.97536","245.53704","262.49088","272.56493","281.26137","298.41872","309.15381","332.55318","350.13875","378.2736","398.13052","416.96946","432.35414","459.54776","476.09909","485.92353","503.77659","518.97102","543.92579","565.4649","591.04682","609.33697","635.88199","649.60456","676.0325","693.6161","717.9121","743.13504","760.02074","786.48993","812.34787","854.9179","895.77971","914.3094","1031.2684","1071.8186","1088.3808","1206.5746","1497.8499","2666.361","3993.0229","4073.6275","4185.1703","4596.9203","7759.725","7966.6078","8127.3415","8352.6773","9164.7238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","0","25.779078","42.682306","48.086795","56.867774","62.342156","71.182733","75.012305","89.735571","100.65772","108.67634","113.79422","130.06718","155.23328","173.65605","182.37144","200.17821","212.51012","223.25415","245.53704","262.49088","272.87316","281.26137","298.09637","308.82572","332.21289","350.13875","377.91067","398.13052","417.35068","432.35414","458.34819","476.09909","503.77659","518.97102","544.36118","565.4649","591.04682","609.33697","635.41141","648.65347","676.0325","693.6161","717.9121","742.62632","797.52069","812.34787","854.9179","882.42272","898.57505","914.3094","1088.3808","1206.5746","1497.1276","2666.361","3927.2474","3991.8435","4072.4363","4185.1703","4596.9203","5273.102","7759.725","7832.2374","7963.2762","8127.3415","8350.9715","9162.9371","10521.269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","0","25.684398","42.682306","48.086795","62.342156","75.012305","89.735571","100.84507","108.67634","113.79422","130.06718","155.23328","173.9021","182.37144","200.17821","212.51012","223.25415","245.53704","262.49088","272.87316","281.26137","298.41872","308.82572","324.09828","332.21289","350.13875","377.91067","398.13052","416.96946","431.96613","458.74787","476.09909","485.92353","503.77659","518.54591","544.36118","565.4649","591.04682","609.33697","623.23749","635.41141","649.60456","676.0325","694.10776","717.41208","742.11776","786.48993","812.34787","882.42272","898.57505","914.3094","1088.3808","1206.5746","2666.361","3991.8435","4071.2453","4183.9629","4595.6549","5271.7467","7029.6561","7756.437","7961.6107","8125.6589","8349.266","9161.1505","10519.355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","0","20.238296","25.779078","42.560453","48.086795","57.008614","62.04776","71.025345","75.012305","89.558848","108.67634","113.79422","130.28013","140.92827","155.23328","173.9021","182.62359","200.17821","212.51012","223.25415","245.53704","262.49088","272.87316","281.26137","297.45221","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","417.35068","432.35414","458.34819","476.09909","485.92353","503.77659","518.54591","544.36118","565.4649","591.04682","604.73831","635.41141","649.60456","676.0325","695.09159","717.9121","742.11776","758.99196","786.48993","812.34787","831.07388","854.9179","878.54583","894.6628","913.74511","966.96951","1071.8186","1088.3808","1105.07","1206.5746","1497.1276","1788.8715","3994.2024","4073.6275","4186.3778","4596.9203","4729.4732","7964.9419","8125.6589","8350.9715","9164.7238","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","0","20.32235","25.779078","30.942482","42.682306","48.216313","57.008614","62.04776","71.182733","75.012305","89.735571","95.11826","108.67634","113.79422","129.64179","141.14993","155.46591","174.88804","182.62359","200.44238","212.51012","222.97536","245.53704","262.49088","272.56493","281.26137","309.15381","324.09828","332.55318","350.48809","378.2736","398.13052","417.35068","432.35414","458.74787","476.50644","503.77659","519.39631","543.92579","565.90883","591.04682","609.7978","624.63616","636.35274","650.55634","677.00344","695.58377","718.41229","742.11776","759.50626","785.96657","812.87994","831.61205","855.46373","879.65264","899.13463","914.87386","1031.8679","1073.0411","1088.9967","1207.223","1497.8499","1789.661","2308.2098","2667.3249","3994.2024","4074.8189","4187.5856","4600.7176","4732.0407","7763.0137","7968.2738","8130.7072","8354.3832","9168.2979","0","0","0","0","0","0","0","0","0","0","0"
"43","0","25.779078","30.942482","42.682306","48.086795","57.008614","62.342156","71.182733","75.012305","89.735571","108.67634","113.79422","130.28013","155.23328","173.65605","182.37144","200.17821","212.51012","222.97536","238.85627","245.53704","262.49088","272.87316","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","417.35068","432.35414","458.74787","476.50644","503.77659","519.39631","544.36118","565.90883","591.04682","609.7978","635.88199","649.60456","676.0325","694.10776","718.41229","742.62632","759.50626","786.48993","798.04788","812.87994","854.9179","882.42272","899.13463","914.87386","1088.3808","2667.3249","3643.6487","3994.2024","4073.6275","4186.3778","4596.9203","5274.4574","7761.3693","7966.6078","8129.0242","8352.6773","9164.7238","10525.098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","0","20.32235","25.779078","30.942482","42.682306","48.086795","57.008614","62.342156","71.182733","75.012305","89.735571","96.947328","108.48185","113.79422","129.42936","153.60969","175.13496","182.62359","200.17821","212.51012","222.97536","238.56789","245.53704","262.49088","272.87316","281.26137","309.15381","324.09828","332.55318","350.13875","378.2736","397.75819","416.96946","432.35414","458.74787","476.09909","503.77659","527.08132","543.49057","565.90883","591.04682","609.7978","624.63616","636.35274","650.55634","677.48917","695.09159","718.41229","742.62632","759.50626","785.44338","798.04788","812.87994","829.99808","854.9179","882.42272","899.13463","914.87386","1031.8679","1088.3808","1105.07","1206.5746","1380.3367","1497.8499","1788.8715","2667.3249","3642.5221","3891.0709","3928.4172","3993.0229","4073.6275","4187.5856","4598.1859","7247.2736","7761.3693","7966.6078","8129.0242","8352.6773","9166.5108","0","0","0","0","0","0","0"
"45","0","25.684398","42.682306","47.957452","64.422439","75.012305","89.558848","100.65772","108.48185","113.79422","130.06718","155.00081","173.65605","182.37144","200.17821","212.51012","223.25415","245.53704","262.18857","272.56493","281.26137","298.09637","308.82572","324.09828","332.21289","350.13875","377.91067","396.27058","416.96946","431.96613","457.94868","476.09909","485.92353","503.35774","518.54591","544.36118","565.4649","590.59314","609.33697","635.41141","649.12892","676.0325","693.6161","717.9121","742.62632","786.48993","812.87994","854.37225","882.42272","898.57505","914.3094","1088.3808","1205.9263","1497.1276","1788.8715","2666.361","3871.3032","3991.8435","4072.4363","4185.1703","4595.6549","5271.7467","7244.096","7536.1077","7758.081","7963.2762","8125.6589","8349.266","9162.9371","10519.355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","0","20.32235","25.779078","30.942482","42.682306","48.086795","57.008614","62.342156","71.182733","75.012305","89.735571","108.67634","113.79422","129.64179","155.23328","173.9021","182.37144","200.44238","212.51012","222.97536","238.56789","245.53704","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","432.35414","458.34819","476.09909","503.35774","519.39631","543.49057","565.4649","591.04682","609.7978","624.63616","636.35274","650.55634","677.00344","694.59959","718.41229","742.62632","759.50626","798.04788","812.87994","854.9179","882.42272","899.13463","914.87386","1088.3808","1206.5746","1497.8499","2307.3131","2667.3249","3993.0229","4073.6275","4186.3778","4598.1859","4729.4732","4845.703","5274.4574","7245.6847","7759.725","7966.6078","8127.3415","8352.6773","9164.7238","10521.269","0","0","0","0","0","0","0","0","0","0","0"
"47","0","20.32235","25.779078","30.942482","42.682306","48.086795","57.149629","62.342156","71.182733","75.012305","89.735571","96.947328","108.67634","113.79422","130.28013","155.46591","173.65605","182.62359","200.17821","212.51012","222.97536","245.53704","262.49088","272.56493","281.26137","309.15381","332.55318","350.13875","378.2736","398.13052","417.35068","432.35414","458.34819","476.50644","503.77659","527.08132","543.92579","565.4649","591.04682","610.2588","635.88199","650.08036","677.00344","694.10776","718.41229","743.13504","759.50626","784.92037","798.04788","812.87994","854.9179","882.42272","898.57505","914.3094","1031.8679","1072.4298","1088.3808","1206.5746","1497.8499","1788.8715","2667.3249","3993.0229","4073.6275","4187.5856","4599.4516","4729.4732","5274.4574","7761.3693","7833.8893","7966.6078","8129.0242","8352.6773","9168.2979","10523.184","0","0","0","0","0","0","0","0","0","0","0","0"
"48","0","20.32235","25.779078","42.682306","47.957452","64.422439","71.025345","75.012305","89.558848","108.67634","113.79422","130.28013","155.00081","173.65605","182.37144","200.17821","212.51012","223.25415","245.53704","262.18857","272.56493","281.26137","298.41872","308.82572","332.21289","350.13875","377.91067","398.13052","416.96946","431.96613","457.94868","476.09909","485.92353","503.35774","518.12097","544.36118","565.4649","590.59314","618.12243","635.41141","648.17819","660.59214","676.0325","692.63331","717.41208","743.13504","759.50626","785.44338","812.34787","854.37225","895.22117","913.18099","1087.7651","1205.9263","1497.1276","2666.361","3889.9067","3926.0778","3991.8435","4072.4363","4185.1703","4596.9203","7378.1537","7758.081","7830.5856","7963.2762","8125.6589","8350.9715","8489.7017","9162.9371","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","0","20.32235","25.779078","30.942482","42.682306","48.086795","57.149629","62.194871","71.025345","75.012305","89.735571","108.48185","113.79422","130.28013","155.23328","173.9021","182.37144","200.44238","212.51012","222.97536","238.56789","245.53704","262.49088","272.56493","281.26137","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","432.35414","458.34819","476.09909","503.77659","519.39631","543.92579","565.4649","591.04682","609.7978","624.16976","635.88199","650.55634","676.0325","694.59959","718.41229","742.11776","760.02074","798.04788","812.87994","854.9179","882.42272","899.13463","914.87386","1031.8679","1088.9967","1206.5746","1381.0302","1497.8499","1789.661","2307.3131","2667.3249","3642.5221","3891.0709","3928.4172","3993.0229","4073.6275","4187.5856","4600.7176","4729.4732","4847.0024","5959.5856","7032.7863","7761.3693","7835.5414","7966.6078","8130.7072","8354.3832","9168.2979","9436.5218","0","0","0","0","0"
"50","0","25.779078","30.942482","42.682306","48.086795","64.422439","71.025345","75.012305","89.735571","100.65772","108.67634","113.79422","129.8544","155.23328","173.9021","182.37144","200.44238","212.51012","223.25415","238.56789","245.53704","262.49088","272.56493","281.26137","308.82572","323.76235","332.21289","350.13875","377.91067","396.27058","416.96946","432.35414","458.34819","476.09909","503.77659","518.54591","544.79675","565.4649","590.59314","609.33697","634.941","648.17819","660.59214","676.0325","692.63331","717.9121","742.62632","797.52069","882.42272","899.13463","914.3094","1088.3808","1205.9263","3065.8138","3991.8435","4072.4363","4182.7557","4421.4589","4591.8597","5271.7467","7756.437","7961.6107","8123.9765","8345.8553","8819.6027","9159.3641","10519.355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","0","20.32235","25.779078","32.9466","42.682306","48.086795","57.149629","64.422439","75.012305","89.735571","108.871","113.79422","130.28013","155.00081","173.65605","182.37144","200.17821","212.51012","223.25415","245.53704","262.49088","272.87316","281.26137","298.41872","308.82572","332.55318","350.13875","378.2736","398.13052","416.96946","432.35414","458.34819","476.09909","485.92353","503.77659","517.6962","545.23249","565.4649","591.04682","618.12243","634.47077","647.22814","661.07195","676.0325","691.65122","703.97746","717.9121","731.9833","744.66227","760.02074","786.48993","812.87994","854.37225","882.42272","898.01563","1206.5746","1497.1276","1788.8715","2666.361","3993.0229","4072.4363","4185.1703","4593.1246","5031.9572","5273.102","7244.096","7536.1077","7759.725","7964.9419","8125.6589","8349.266","9161.1505","10519.355","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","0","20.32235","25.779078","30.942482","42.682306","47.957452","57.149629","62.342156","71.025345","75.012305","89.735571","96.763637","108.48185","113.5952","130.28013","155.23328","173.9021","182.37144","200.17821","212.51012","222.97536","238.56789","245.53704","262.18857","272.56493","281.26137","298.41872","309.15381","332.21289","350.13875","377.91067","397.75819","416.96946","431.96613","458.34819","476.09909","485.92353","503.35774","518.12097","543.92579","565.4649","590.59314","609.33697","635.41141","649.12892","676.0325","693.12462","717.41208","742.62632","759.50626","784.39754","797.52069","812.34787","854.37225","881.86835","898.57505","913.74511","1031.2684","1087.7651","1205.9263","1496.4055","2306.4166","2665.3973","3990.6644","4071.2453","4185.1703","4596.9203","4726.9063","4844.4038","5956.7041","7754.7933","7961.6107","8123.9765","8347.5606","9164.7238","0","0","0","0","0","0","0","0","0","0","0"
"53","0","25.779078","30.942482","42.682306","48.086795","57.008614","62.342156","71.025345","75.012305","89.735571","108.48185","113.79422","130.28013","155.23328","173.65605","182.37144","200.17821","212.51012","222.97536","238.56789","245.53704","262.49088","272.56493","281.26137","298.41872","309.15381","323.76235","332.21289","350.13875","377.91067","397.75819","416.96946","432.35414","458.34819","476.09909","485.92353","503.77659","518.97102","543.92579","565.4649","590.59314","609.33697","635.41141","648.65347","675.54728","693.12462","717.9121","742.11776","797.52069","812.34787","854.37225","882.42272","898.57505","914.3094","1088.3808","1205.9263","2665.3973","3641.3957","3991.8435","4071.2453","4183.9629","4594.3897","5271.7467","7376.5505","7754.7933","7969.94","8127.3415","8349.266","9162.9371","10521.269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","0","25.779078","30.942482","42.682306","48.086795","57.149629","62.342156","71.182733","75.012305","89.735571","108.48185","113.79422","130.28013","155.23328","173.9021","182.37144","200.44238","212.7823","223.25415","245.53704","262.49088","272.56493","281.26137","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","432.35414","458.34819","476.09909","503.77659","527.08132","543.92579","565.90883","591.04682","609.7978","635.88199","650.08036","676.51788","694.59959","718.41229","742.62632","785.44338","798.04788","854.9179","882.42272","899.13463","914.87386","2667.3249","3891.0709","3994.2024","4073.6275","4186.3778","4599.4516","4729.4732","7379.757","7759.725","7973.273","8130.7072","8356.0893","9170.0851","9438.335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","0","20.32235","25.779078","30.942482","42.682306","48.216313","57.008614","61.900823","71.182733","75.012305","89.735571","108.67634","113.79422","129.42936","140.92827","155.46591","175.13496","182.37144","200.17821","212.51012","222.97536","245.24466","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","378.2736","397.75819","416.96946","432.35414","458.34819","476.09909","485.92353","503.77659","518.12097","544.36118","565.4649","590.59314","604.73831","618.58656","634.941","649.12892","676.0325","694.59959","717.9121","741.60939","758.47784","785.96657","812.34787","831.61205","854.9179","879.09915","899.13463","914.3094","967.55","1031.8679","1059.0247","1088.3808","1104.4496","1206.5746","1497.8499","2667.3249","3993.0229","4073.6275","4186.3778","4599.4516","4729.4732","7032.7863","7759.725","7964.9419","8129.0242","8352.6773","9168.2979","9434.7088","0","0","0","0","0","0","0","0"
"56","0","25.779078","30.942482","42.682306","48.086795","57.149629","62.342156","71.182733","75.012305","89.735571","96.947328","108.48185","113.79422","129.64179","155.46591","175.13496","182.62359","200.44238","212.51012","222.97536","238.85627","245.53704","262.49088","272.56493","281.26137","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","417.35068","432.74233","459.14773","476.09909","486.33506","504.1956","519.39631","543.92579","565.4649","591.04682","609.33697","623.70354","636.35274","650.55634","677.00344","694.59959","741.60939","798.04788","812.87994","855.46373","882.97726","899.6944","914.87386","1031.8679","1088.9967","1206.5746","2668.2889","3891.0709","3994.2024","4074.8189","4186.3778","4599.4516","7759.725","7968.2738","8130.7072","8356.0893","9166.5108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","0","25.684398","42.560453","48.086795","62.04776","75.012305","89.558848","108.67634","113.79422","130.28013","140.92827","155.00081","173.65605","182.37144","200.17821","212.23812","223.25415","245.24466","262.18857","272.56493","281.26137","298.41872","308.82572","324.09828","332.21289","350.13875","377.91067","397.38602","416.96946","431.96613","458.34819","476.09909","485.92353","503.77659","517.6962","544.36118","565.4649","590.59314","608.87632","635.41141","649.60456","676.0325","694.59959","717.9121","741.60939","758.99196","786.48993","812.34787","830.53589","854.37225","879.65264","898.57505","913.74511","1031.2684","1088.3808","1205.9263","1379.6433","1497.1276","1788.0822","2665.3973","3067.8811","3991.8435","4072.4363","4185.1703","4593.1246","6812.2745","7244.096","7539.3487","7758.081","7832.2374","7963.2762","8125.6589","8349.266","9162.9371","0","0","0","0","0","0","0","0","0","0","0","0"
"58","0","20.32235","25.779078","32.839553","42.682306","48.086795","62.194871","75.012305","89.735571","108.67634","113.79422","130.49326","140.92827","155.23328","173.9021","182.37144","200.44238","212.51012","222.97536","238.85627","245.53704","262.49088","272.87316","281.57448","298.41872","309.15381","324.43439","332.55318","350.13875","378.2736","398.13052","416.96946","432.35414","458.74787","476.09909","486.33506","504.1956","518.54591","544.79675","565.4649","591.04682","609.33697","635.41141","649.60456","676.51788","694.59959","718.41229","742.62632","760.02074","786.48993","812.87994","830.53589","854.37225","882.42272","899.13463","914.3094","986.21772","1031.8679","1072.4298","1088.3808","1104.4496","1191.0646","1206.5746","1323.38","1381.0302","1497.8499","1672.4164","1789.661","1963.4522","2080.0957","2371.4077","2666.361","3994.2024","4074.8189","4187.5856","4598.1859","7763.0137","7968.2738","8129.0242","8354.3832","9168.2979","0","0","0","0","0"
"59","0","25.779078","30.942482","42.682306","48.086795","57.008614","64.422439","71.182733","75.012305","89.558848","96.947328","108.48185","113.79422","130.28013","155.23328","173.9021","182.62359","200.44238","212.51012","222.97536","238.56789","245.53704","262.49088","272.56493","281.26137","309.15381","332.55318","350.13875","378.2736","398.13052","416.96946","432.35414","458.34819","476.09909","485.92353","503.77659","518.54591","544.79675","565.4649","591.04682","618.58656","634.941","648.17819","661.07195","676.0325","693.12462","717.9121","743.13504","812.34787","854.37225","882.42272","898.01563","914.3094","2667.3249","3526.3095","3993.0229","4073.6275","4186.3778","4598.1859","4729.4732","5956.7041","7032.7863","7759.725","7966.6078","8129.0242","8354.3832","9164.7238","9436.5218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","0","20.32235","25.779078","30.942482","42.682306","48.086795","57.008614","62.342156","71.025345","75.012305","89.735571","108.48185","113.5952","130.28013","155.23328","173.65605","182.37144","200.17821","212.51012","222.97536","238.56789","245.53704","262.18857","271.64127","281.57448","298.41872","308.82572","332.21289","349.78958","377.91067","397.75819","416.96946","431.96613","458.34819","476.09909","485.92353","503.77659","518.97102","543.92579","565.02114","590.59314","609.33697","635.41141","649.12892","675.54728","693.6161","717.9121","742.11776","759.50626","784.92037","797.52069","812.34787","854.37225","881.86835","898.57505","913.74511","1087.7651","1205.9263","1497.1276","2666.361","3888.7426","3927.2474","3991.8435","4071.2453","4183.9629","4594.3897","7376.5505","7756.437","7963.2762","8125.6589","8349.266","9161.1505","10519.355","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","0","20.32235","25.779078","42.560453","48.216313","57.149629","62.04776","71.182733","75.012305","89.735571","108.48185","113.79422","130.28013","140.92827","155.46591","175.13496","182.37144","200.17821","212.51012","222.97536","245.53704","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","417.35068","432.74233","458.34819","476.09909","485.92353","503.77659","518.54591","544.36118","565.4649","591.04682","605.65665","635.41141","649.60456","676.0325","694.59959","718.41229","742.11776","758.99196","785.96657","812.34787","831.07388","854.9179","879.09915","894.6628","913.74511","1072.4298","1088.3808","1105.07","1206.5746","1497.8499","2667.3249","3891.0709","3994.2024","4073.6275","4186.3778","4599.4516","7379.757","7759.725","7966.6078","8130.7072","8354.3832","9166.5108","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","0","20.32235","25.779078","30.942482","42.682306","48.086795","57.008614","62.194871","71.025345","75.012305","89.558848","108.67634","113.79422","129.42936","140.92827","155.46591","174.88804","182.62359","200.17821","212.51012","222.97536","245.24466","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","378.2736","397.75819","416.96946","432.35414","458.74787","476.09909","485.92353","503.77659","518.12097","544.79675","565.4649","591.04682","605.19739","619.05087","634.941","649.12892","676.0325","694.10776","717.9121","742.11776","758.99196","785.96657","812.87994","831.07388","854.37225","879.65264","896.33843","913.74511","1031.8679","1072.4298","1088.3808","1104.4496","1206.5746","1497.8499","2668.2889","3891.0709","3994.2024","4074.8189","4187.5856","4599.4516","7381.3605","7761.3693","7966.6078","8130.7072","8354.3832","8496.5822","9166.5108","0","0","0","0","0","0","0","0","0"
"63","0","20.32235","25.779078","30.942482","42.560453","48.086795","56.867774","62.04776","71.025345","75.012305","89.735571","108.67634","113.79422","130.28013","140.92827","155.23328","173.9021","182.37144","200.17821","212.51012","222.97536","245.53704","262.49088","272.56493","281.26137","298.41872","308.82572","324.09828","332.21289","350.13875","377.91067","397.75819","416.96946","432.35414","458.34819","476.09909","485.92353","503.77659","517.6962","544.79675","565.4649","590.59314","606.11608","635.41141","649.60456","676.0325","694.10776","717.9121","741.60939","758.99196","786.48993","812.87994","831.07388","854.37225","879.09915","898.57505","914.3094","1031.2684","1088.3808","1205.9263","2666.361","3889.9067","3993.0229","4072.4363","4185.1703","4595.6549","5273.102","7378.1537","7758.081","7963.2762","8127.3415","8352.6773","9162.9371","10523.184","0","0","0","0","0","0","0","0","0","0","0","0"
"64","0","25.779078","30.942482","42.682306","48.216313","56.867774","61.900823","71.182733","75.174048","89.735571","94.936312","108.67634","113.79422","129.42936","140.92827","155.46591","174.14832","182.62359","200.44238","212.51012","222.97536","245.24466","262.49088","272.56493","281.26137","290.73052","309.15381","324.09828","332.55318","350.13875","378.2736","397.75819","416.96946","432.35414","458.74787","476.09909","485.92353","503.77659","518.97102","543.92579","565.4649","591.04682","605.65665","623.23749","635.88199","650.08036","676.0325","695.58377","713.41821","741.60939","757.96388","785.96657","812.87994","831.61205","854.9179","878.54583","899.13463","914.3094","967.55","1031.8679","1088.9967","1104.4496","1206.5746","1497.8499","1788.8715","2667.3249","3642.5221","3993.0229","4073.6275","4187.5856","4599.4516","4729.4732","7759.725","7964.9419","8129.0242","8352.6773","9166.5108","0","0","0","0","0","0","0","0","0"
"65","0","20.32235","25.779078","42.560453","47.957452","57.149629","62.342156","75.012305","89.735571","108.48185","113.79422","130.28013","155.23328","173.9021","183.12841","200.44238","212.51012","222.97536","245.53704","262.49088","272.56493","281.26137","298.41872","309.15381","332.55318","350.13875","378.2736","398.13052","417.35068","432.35414","458.34819","476.09909","485.92353","503.77659","518.97102","543.92579","565.4649","590.59314","609.33697","636.82367","650.08036","680.89419","695.09159","718.91265","742.62632","759.50626","785.44338","798.04788","812.34787","830.53589","855.46373","879.65264","895.77971","914.3094","1030.6691","1072.4298","1088.3808","1206.5746","1497.8499","2667.3249","3994.2024","4073.6275","4187.5856","4596.9203","7247.2736","7761.3693","7966.6078","8129.0242","8354.3832","9166.5108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","0","20.32235","25.684398","30.942482","42.560453","48.086795","56.867774","62.04776","75.012305","89.735571","108.48185","113.79422","130.28013","141.14993","155.46591","173.65605","182.37144","200.17821","212.51012","222.97536","245.53704","262.49088","272.56493","281.26137","308.82572","324.09828","332.55318","350.13875","377.91067","395.89911","416.96946","432.35414","458.34819","476.09909","485.92353","503.77659","518.12097","544.36118","565.4649","591.04682","609.33697","635.88199","649.60456","676.0325","695.09159","717.9121","741.60939","758.47784","785.96657","812.34787","831.07388","854.9179","878.54583","898.57505","913.74511","1088.3808","1205.9263","2666.361","3889.9067","3927.2474","3993.0229","4072.4363","4185.1703","4595.6549","6810.734","7758.081","7963.2762","8127.3415","8350.9715","9162.9371","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
