"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85"
"34","1","20.32235","25.779078","31.046394","42.804334","47.957452","57.008614","62.489616","71.182733","75.012305","89.735571","96.763637","108.48185","113.5952","130.49326","155.23328","173.65605","182.37144","200.17821","212.51012","222.69673","238.56789","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","377.91067","397.75819","416.96946","432.74233","458.34819","476.09909","485.92353","503.77659","518.97102","544.79675","565.4649","590.59314","609.33697","634.941","647.22814","661.55193","676.0325","692.63331","718.41229","743.13504","780.74256","797.52069","812.34787","854.37225","882.97726","899.6944","914.87386","1031.8679","1088.9967","1206.5746","1380.3367","1497.8499","1788.8715","3993.0229","4073.6275","4186.3778","4599.4516","4729.4732","4845.703","7034.3517","7247.2736","7966.6078","8127.3415","8352.6773","9171.8726","9436.5218","0","0","0","0","0","0","0","0","0"
"35","1","25.779078","31.046394","42.804334","47.957452","64.272715","71.182733","75.012305","89.735571","108.67634","113.79422","130.49326","153.60969","173.65605","182.62359","200.17821","212.7823","222.97536","238.56789","262.49088","272.56493","281.26137","298.41872","309.15381","332.55318","350.13875","378.2736","397.75819","416.96946","433.51923","458.74787","476.09909","486.33506","504.1956","518.54591","545.23249","565.4649","591.04682","618.58656","634.47077","647.22814","661.07195","676.51788","692.63331","704.47277","718.41229","742.62632","781.26418","798.04788","812.87994","854.9179","883.53197","899.6944","914.87386","1032.4676","1088.9967","1105.07","1207.223","2308.2098","3527.418","3873.6262","3994.2024","4187.5856","4600.7176","4735.8934","4848.302","7035.9172","7540.9695","7968.2738","8129.0242","8354.3832","9170.0851","9440.1484","0","0","0","0","0","0","0","0","0","0","0","0"
"36","1","25.779078","32.9466","42.804334","47.957452","64.272715","75.012305","90.444205","100.47055","108.871","113.79422","130.49326","156.39821","175.13496","182.62359","194.15048","200.17821","212.51012","222.97536","238.85627","262.49088","272.87316","281.57448","298.74124","309.15381","324.43439","332.55318","350.13875","378.2736","397.75819","416.96946","433.13069","459.14773","476.09909","486.74677","504.6148","518.54591","545.23249","565.90883","591.04682","619.05087","634.47077","647.70308","661.55193","676.51788","692.63331","704.47277","718.41229","742.11776","781.78597","798.04788","813.41218","854.9179","883.53197","900.25434","915.43851","1032.4676","1089.6127","1207.223","1381.0302","1498.5724","1672.4164","1789.661","3643.6487","3995.3821","4187.5856","4600.7176","7037.4829","7547.4542","7969.94","8130.7072","8356.0893","9171.8726","0","0","0","0","0","0","0","0","0","0","0","0"
"37","1","25.779078","32.839553","42.804334","47.957452","62.489616","71.182733","74.850736","89.735571","96.763637","108.67634","113.79422","130.28013","155.23328","173.9021","182.37144","200.44238","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","298.74124","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","432.74233","458.74787","476.09909","486.33506","504.1956","519.39631","544.79675","565.4649","591.04682","619.05087","634.941","647.70308","661.55193","676.0325","693.6161","718.91265","742.11776","781.26418","798.04788","812.87994","854.9179","882.97726","899.6944","915.43851","1032.4676","1088.9967","1207.223","1498.5724","3530.7444","3995.3821","4185.1703","4599.4516","4743.6034","4847.0024","5958.1448","7039.0488","7966.6078","8129.0242","8347.5606","9166.5108","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","1","25.779078","32.9466","42.804334","47.957452","57.008614","64.272715","71.182733","75.012305","89.558848","108.871","113.79422","130.49326","156.39821","173.65605","182.62359","200.17821","212.7823","222.97536","238.85627","262.49088","272.56493","281.57448","298.41872","309.15381","324.43439","332.55318","350.13875","378.2736","397.75819","416.96946","432.74233","458.74787","476.09909","486.33506","504.1956","518.12097","545.66841","565.4649","591.04682","605.19739","618.58656","634.47077","647.22814","661.55193","676.51788","692.63331","704.47277","718.41229","732.99361","781.26418","798.04788","812.87994","854.37225","882.97726","899.6944","914.87386","1032.4676","1088.9967","1206.5746","1381.0302","1497.8499","1789.661","3528.5266","3994.2024","4074.8189","4186.3778","4600.7176","4744.889","4848.302","5958.1448","7035.9172","7540.9695","7968.2738","8129.0242","8352.6773","9170.0851","0","0","0","0","0","0","0","0"
"39","1","25.779078","32.9466","42.804334","47.957452","64.272715","75.012305","89.735571","108.67634","113.79422","130.49326","155.23328","173.9021","182.62359","200.44238","212.51012","222.97536","238.85627","262.79337","272.87316","281.57448","298.74124","309.15381","324.43439","332.55318","350.48809","378.2736","398.13052","416.96946","433.13069","459.94797","476.50644","486.74677","504.1956","518.54591","545.23249","565.90883","591.04682","605.65665","619.05087","634.941","647.70308","661.55193","676.51788","693.6161","718.91265","742.11776","781.26418","798.04788","813.41218","854.9179","883.53197","900.25434","915.43851","1033.0674","1089.6127","1207.223","1498.5724","1790.4507","3530.7444","3995.3821","4076.0104","4188.7935","4603.2499","4747.4607","5961.0266","7037.4829","7250.4518","7971.6064","8134.0736","8357.7956","9177.2359","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","1","25.779078","32.9466","42.926536","47.957452","57.149629","62.489616","71.182733","75.012305","89.735571","96.947328","108.67634","113.79422","130.49326","155.46591","173.9021","182.62359","200.44238","212.7823","222.97536","238.85627","262.79337","272.87316","281.57448","298.74124","309.15381","324.43439","332.55318","350.48809","378.2736","398.13052","416.96946","432.74233","458.74787","476.50644","486.33506","504.1956","519.39631","544.79675","565.4649","591.04682","609.7978","619.51535","635.41141","647.70308","662.03209","676.51788","693.6161","718.91265","742.11776","781.78597","798.04788","813.41218","854.9179","883.53197","900.25434","915.43851","1032.4676","1089.6127","1207.223","1498.5724","3529.6354","3995.3821","4076.0104","4188.7935","4320.2741","4601.9837","4744.889","5959.5856","7037.4829","7764.6583","7969.94","8132.3903","8356.0893","8833.6312","9175.448","0","0","0","0","0","0","0","0","0"
"41","1","25.779078","32.839553","42.804334","47.957452","62.489616","74.850736","89.735571","108.67634","113.79422","129.42936","153.60969","175.13496","182.62359","200.17821","212.51012","222.97536","238.85627","262.49088","272.87316","281.57448","298.74124","309.15381","324.43439","332.55318","350.13875","378.2736","397.75819","416.96946","432.74233","458.74787","476.09909","486.74677","504.6148","519.39631","545.23249","565.4649","591.04682","608.87632","619.98001","634.941","648.17819","676.51788","693.6161","718.91265","741.60939","781.26418","798.04788","812.87994","854.9179","882.97726","900.25434","915.43851","1032.4676","1089.6127","1207.223","1381.0302","1498.5724","3644.7754","3994.2024","4074.8189","4187.5856","4320.2741","4600.7176","4733.3248","4848.302","7035.9172","7968.2738","8130.7072","8354.3832","9173.6602","9440.1484","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","1","25.779078","32.839553","42.804334","47.957452","64.272715","75.012305","90.266785","108.67634","113.79422","130.28013","155.23328","173.9021","182.37144","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","298.41872","308.82572","324.09828","332.21289","350.13875","377.91067","397.75819","416.58841","432.74233","458.74787","475.69191","486.33506","504.1956","518.12097","545.23249","565.02114","590.59314","619.05087","634.00071","647.22814","661.07195","676.0325","692.63331","718.41229","741.10118","780.74256","797.52069","812.34787","854.37225","882.42272","899.13463","914.87386","1031.8679","1088.3808","1205.9263","1380.3367","1497.1276","1788.8715","3525.2012","3991.8435","4072.4363","4183.9629","4596.9203","4729.4732","4845.703","5955.2637","7029.6561","7758.081","7963.2762","8125.6589","8349.266","9161.1505","9432.8959","0","0","0","0","0","0","0","0","0","0","0"
"43","1","25.684398","32.9466","42.804334","47.957452","64.272715","75.012305","90.266785","108.67634","113.79422","129.42936","155.46591","173.9021","182.62359","200.17821","212.51012","222.97536","238.85627","262.49088","272.87316","281.57448","298.74124","309.15381","324.43439","332.55318","350.13875","378.2736","398.13052","416.96946","432.74233","458.74787","476.09909","486.33506","504.1956","518.54591","545.66841","565.4649","591.04682","618.58656","634.941","647.70308","661.55193","676.51788","693.12462","718.41229","742.62632","781.26418","798.04788","812.87994","882.97726","899.6944","914.87386","1032.4676","1088.9967","1207.223","2308.2098","3528.5266","3994.2024","4074.8189","4187.5856","4601.9837","4746.1747","4849.6017","5961.0266","7035.9172","7764.6583","7968.2738","8132.3903","8356.0893","9171.8726","9440.1484","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","1","25.779078","32.839553","42.804334","47.957452","64.272715","74.850736","90.266785","108.871","130.49326","155.23328","173.9021","182.37144","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.57448","298.41872","309.15381","324.43439","332.55318","350.13875","378.2736","397.75819","416.96946","432.74233","459.14773","476.09909","486.33506","504.1956","518.12097","545.66841","565.4649","590.59314","604.73831","619.05087","634.00071","647.22814","661.55193","676.51788","692.63331","718.41229","742.11776","781.26418","797.52069","812.87994","854.37225","882.97726","899.6944","914.87386","1032.4676","1088.9967","1206.5746","1381.0302","1497.8499","1789.661","3994.2024","4185.1703","4599.4516","4728.1897","7034.3517","7966.6078","8127.3415","8349.266","9164.7238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","1","20.32235","25.779078","32.9466","42.682306","47.957452","57.008614","64.272715","71.182733","75.012305","89.735571","96.947328","108.67634","113.79422","130.28013","155.23328","173.9021","182.37144","200.17821","212.51012","223.25415","238.85627","245.53704","262.49088","272.87316","281.57448","298.41872","309.15381","332.55318","350.13875","378.2736","398.13052","417.35068","433.13069","458.34819","476.09909","503.77659","519.39631","544.36118","565.4649","591.04682","609.7978","635.41141","647.70308","661.55193","676.0325","692.63331","704.47277","718.41229","732.99361","745.17169","761.05021","780.74256","797.52069","812.87994","854.9179","896.33843","914.3094","1031.8679","1072.4298","1088.3808","1105.07","1206.5746","1322.7011","1381.0302","1497.8499","1789.661","2667.3249","3993.0229","4073.6275","4187.5856","4599.4516","5275.8131","7248.8626","7761.3693","7966.6078","8129.0242","8354.3832","8462.2077","9168.2979","10525.098","0","0","0","0"
"46","1","25.684398","32.9466","42.804334","47.957452","57.008614","64.422439","71.182733","75.012305","89.735571","96.947328","108.48185","113.79422","130.28013","155.46591","173.9021","182.62359","200.44238","212.7823","222.97536","238.56789","262.49088","272.56493","281.26137","309.15381","332.55318","350.13875","378.2736","398.13052","416.96946","432.74233","458.74787","476.09909","503.77659","519.39631","543.92579","565.4649","591.04682","609.7978","635.41141","647.70308","661.55193","676.0325","692.63331","718.41229","743.13504","797.52069","882.97726","899.13463","914.87386","2307.3131","3066.8474","3994.2024","4183.9629","4422.7001","4596.9203","4729.4732","7032.7863","7539.3487","7964.9419","8127.3415","8349.266","8824.8621","9164.7238","9436.5218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","1","20.32235","25.779078","32.839553","42.804334","47.957452","57.149629","64.272715","71.182733","75.012305","89.735571","108.67634","113.79422","130.28013","155.23328","173.9021","182.62359","200.17821","212.51012","222.97536","238.85627","262.49088","272.56493","281.57448","298.41872","309.15381","332.55318","350.13875","378.2736","398.13052","416.96946","433.13069","458.74787","476.09909","503.77659","519.39631","544.36118","565.4649","591.04682","618.58656","635.41141","647.22814","661.07195","676.0325","693.12462","718.41229","733.49902","760.53539","781.78597","797.52069","812.87994","854.9179","883.53197","899.6944","914.87386","1032.4676","1088.9967","1207.223","1381.0302","1498.5724","1789.661","3994.2024","4074.8189","4187.5856","4600.7176","4730.7569","7248.8626","7540.9695","7968.2738","8129.0242","8354.3832","9170.0851","15049.229","0","0","0","0","0","0","0","0","0","0","0","0"
"48","1","20.32235","25.684398","32.9466","42.682306","47.957452","62.489616","75.012305","89.735571","108.67634","113.79422","130.28013","155.23328","173.9021","182.37144","200.44238","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","433.13069","458.74787","476.09909","486.33506","504.1956","518.97102","544.36118","565.4649","591.04682","619.05087","634.941","647.22814","661.07195","676.0325","693.12462","718.41229","742.11776","782.30794","798.04788","812.87994","854.9179","883.53197","899.6944","914.87386","1032.4676","1088.9967","1105.07","1207.223","1381.0302","1498.5724","1789.661","2307.3131","3643.6487","3994.2024","4074.8189","4186.3778","4600.7176","4729.4732","4845.703","7034.3517","7248.8626","7968.2738","8129.0242","8352.6773","9168.2979","9436.5218","0","0","0","0","0","0","0","0","0"
"49","1","25.684398","32.839553","42.804334","47.957452","64.272715","75.012305","89.558848","100.28354","108.67634","113.79422","130.28013","155.23328","173.9021","182.37144","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.21289","350.13875","377.91067","397.75819","416.96946","433.13069","458.34819","476.09909","485.92353","503.77659","518.54591","544.79675","565.4649","590.59314","604.2794","618.12243","634.47077","646.75338","661.07195","676.0325","692.63331","717.9121","742.62632","781.26418","797.52069","812.34787","854.37225","882.97726","899.13463","914.87386","1031.8679","1088.3808","1206.5746","1497.8499","2666.361","3991.8435","4072.4363","4186.3778","4599.4516","4728.1897","5275.8131","7759.725","7964.9419","8127.3415","8352.6773","9168.2979","10525.098","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","1","25.684398","32.9466","42.682306","47.957452","62.637249","75.012305","89.735571","108.67634","113.79422","130.28013","155.23328","173.9021","182.62359","200.44238","212.51012","222.97536","238.56789","262.49088","272.56493","281.57448","298.41872","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","432.74233","458.74787","476.09909","486.33506","504.1956","518.97102","545.23249","565.4649","591.04682","619.51535","634.941","647.70308","661.55193","676.0325","693.12462","718.41229","741.60939","781.78597","798.04788","812.87994","854.9179","883.53197","900.25434","915.43851","1032.4676","1088.9967","1206.5746","1381.0302","1498.5724","2308.2098","2562.3422","3644.7754","3873.6262","3994.2024","4074.8189","4187.5856","4600.7176","4730.7569","4847.0024","7035.9172","7540.9695","7763.0137","7968.2738","8130.7072","8354.3832","9170.0851","9438.335","0","0","0","0","0","0","0","0","0"
"51","1","20.32235","25.779078","32.839553","42.804334","47.957452","57.149629","62.489616","71.182733","75.012305","89.735571","96.763637","108.48185","113.79422","129.42936","155.46591","174.88804","182.37144","200.17821","212.51012","222.69673","238.56789","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.21289","350.13875","377.91067","397.75819","416.58841","432.35414","458.74787","476.09909","485.92353","503.77659","519.39631","544.36118","565.02114","590.59314","609.33697","634.941","648.65347","661.55193","676.0325","693.12462","718.41229","742.11776","780.74256","797.52069","812.34787","854.37225","882.42272","899.13463","914.87386","1031.8679","1072.4298","1088.3808","1206.5746","1380.3367","1497.1276","1671.6532","1788.8715","2665.3973","3642.5221","3991.8435","4072.4363","4185.1703","4599.4516","5274.4574","7758.081","7963.2762","8125.6589","8349.266","9168.2979","10525.098","0","0","0","0","0","0","0"
"52","1","25.684398","32.9466","42.804334","47.957452","62.489616","75.012305","89.735571","108.67634","113.79422","130.49326","155.23328","173.9021","182.62359","200.17821","212.51012","222.97536","238.85627","262.49088","272.87316","281.57448","298.74124","309.15381","324.43439","332.55318","350.13875","378.2736","398.13052","416.96946","433.13069","459.14773","476.50644","486.33506","504.6148","519.39631","545.23249","565.4649","591.04682","619.98001","634.941","647.70308","661.55193","676.51788","693.6161","718.41229","742.11776","781.78597","798.04788","813.41218","854.9179","883.53197","900.25434","915.43851","1032.4676","1089.6127","1207.223","1381.7239","1498.5724","1789.661","2668.2889","3994.2024","4074.8189","4187.5856","4599.4516","5277.1689","7763.0137","7966.6078","8132.3903","8357.7956","9171.8726","10530.844","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","1","20.32235","25.779078","32.9466","42.682306","47.957452","64.123165","75.012305","89.735571","108.871","113.79422","130.49326","155.46591","173.9021","182.62359","200.44238","212.51012","222.97536","238.85627","262.49088","272.56493","281.57448","298.41872","309.15381","332.55318","350.13875","378.2736","398.13052","417.35068","433.51923","458.74787","476.09909","486.33506","504.1956","518.12097","545.66841","565.4649","591.04682","604.73831","618.58656","634.47077","647.22814","661.55193","676.51788","692.63331","704.47277","718.91265","733.49902","781.78597","798.04788","812.87994","854.9179","883.53197","899.6944","915.43851","1032.4676","1088.9967","1105.07","1207.223","1323.38","1381.0302","1498.5724","1789.661","3995.3821","4076.0104","4188.7935","4600.7176","4730.7569","7250.4518","7969.94","8130.7072","8356.0893","9171.8726","0","0","0","0","0","0","0","0","0","0","0","0"
"54","1","25.779078","32.839553","42.804334","47.957452","62.489616","75.012305","89.735571","96.763637","108.67634","113.79422","130.28013","155.23328","173.9021","182.37144","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","377.91067","397.75819","416.96946","432.74233","458.74787","476.09909","486.33506","504.1956","518.97102","544.36118","565.02114","590.59314","619.05087","634.941","647.22814","661.55193","676.0325","693.6161","718.41229","741.60939","781.26418","797.52069","812.87994","854.37225","882.97726","899.6944","914.87386","1031.8679","1088.9967","1206.5746","1381.0302","1497.8499","1788.8715","2307.3131","3526.3095","3993.0229","4073.6275","4186.3778","4599.4516","4729.4732","7034.3517","7247.2736","7761.3693","7966.6078","8127.3415","8352.6773","9168.2979","9434.7088","0","0","0","0","0","0","0","0","0","0"
"55","1","20.32235","25.779078","32.839553","42.804334","47.957452","62.489616","75.012305","89.735571","96.763637","108.67634","113.79422","130.49326","155.23328","173.9021","182.37144","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","377.91067","397.75819","416.96946","433.13069","458.74787","476.09909","486.33506","504.1956","518.97102","545.23249","565.4649","590.59314","619.05087","634.47077","647.70308","661.55193","676.0325","693.12462","718.41229","742.11776","781.26418","797.52069","812.87994","854.9179","883.53197","899.6944","914.87386","1032.4676","1088.9967","1105.07","1206.5746","1322.7011","1381.0302","1497.8499","1788.8715","2667.3249","3643.6487","3675.2635","3993.0229","4073.6275","4187.5856","4600.7176","4729.4732","7248.8626","7761.3693","7835.5414","7966.6078","8129.0242","8354.3832","9170.0851","9436.5218","0","0","0","0","0","0"
"56","1","20.32235","25.779078","32.839553","42.804334","47.957452","62.489616","75.012305","89.735571","96.763637","108.67634","113.79422","130.49326","155.23328","173.65605","182.37144","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","298.41872","308.82572","332.55318","350.13875","377.91067","397.75819","416.96946","433.13069","458.74787","476.09909","486.33506","504.6148","519.39631","550.91298","565.02114","591.04682","618.58656","634.941","647.70308","661.55193","676.0325","692.63331","704.47277","718.41229","742.11776","780.74256","797.52069","812.87994","854.9179","882.97726","899.6944","914.87386","1031.8679","1088.9967","1105.07","1206.5746","1380.3367","1497.8499","1788.8715","2666.361","3993.0229","4073.6275","4186.3778","4598.1859","7247.2736","7759.725","7966.6078","8129.0242","8352.6773","9170.0851","0","0","0","0","0","0","0","0","0","0","0","0"
"57","1","25.779078","32.839553","42.804334","47.957452","57.149629","62.489616","71.182733","75.012305","89.735571","96.763637","108.67634","113.5952","129.42936","153.60969","175.13496","182.37144","200.17821","212.51012","222.69673","238.56789","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","377.91067","397.75819","416.96946","432.74233","458.74787","476.09909","486.33506","504.1956","518.54591","544.79675","565.4649","591.04682","619.05087","634.941","647.22814","661.55193","676.0325","693.12462","718.41229","742.11776","781.26418","797.52069","812.87994","854.37225","882.97726","899.6944","914.87386","1032.4676","1088.9967","1206.5746","1497.8499","1788.8715","2666.361","3993.0229","4073.6275","4186.3778","4598.1859","4729.4732","7759.725","7966.6078","8129.0242","8352.6773","9166.5108","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","1","25.684398","42.682306","47.957452","64.422439","75.012305","89.735571","108.67634","113.79422","130.28013","155.00081","173.65605","182.11947","200.44238","212.51012","223.25415","238.85627","262.49088","272.87316","281.57448","298.41872","308.4978","324.09828","332.55318","350.13875","378.2736","396.64222","416.96946","433.13069","458.74787","476.09909","486.33506","503.77659","518.12097","544.79675","565.4649","590.59314","618.58656","634.00071","647.22814","661.07195","676.0325","692.63331","703.97746","718.41229","742.62632","781.26418","797.52069","812.34787","854.37225","882.97726","899.13463","914.87386","1031.8679","1088.9967","1206.5746","1380.3367","1497.8499","3991.8435","4072.4363","4185.1703","4594.3897","5031.9572","5273.102","7244.096","7536.1077","7759.725","7964.9419","8125.6589","8350.9715","9161.1505","10519.355","15037.782","0","0","0","0","0","0","0","0","0","0","0","0"
"59","1","20.406579","25.779078","32.839553","42.682306","47.957452","57.149629","62.637249","75.012305","89.735571","100.28354","108.67634","113.79422","130.28013","155.00081","173.65605","182.37144","200.17821","212.51012","222.97536","238.56789","245.53704","262.49088","272.56493","281.26137","298.41872","308.82572","332.21289","350.13875","377.91067","398.13052","416.96946","433.13069","458.34819","475.69191","485.92353","503.77659","526.6529","543.92579","565.02114","590.59314","618.12243","634.941","647.70308","661.07195","676.0325","692.14218","703.97746","717.9121","732.48837","744.66227","760.02074","779.69985","797.52069","812.34787","854.37225","894.6628","913.18099","1071.8186","1087.7651","1104.4496","1205.9263","1322.0224","1380.3367","1497.1276","1788.0822","2665.3973","3991.8435","4071.2453","4185.1703","4596.9203","4726.9063","5271.7467","7242.5075","7756.437","7961.6107","8123.9765","8347.5606","8457.0575","9161.1505","10517.44","0","0","0","0"
"60","1","20.32235","25.779078","32.9466","42.682306","47.957452","57.149629","64.422439","71.182733","75.012305","89.735571","96.947328","108.67634","113.79422","129.8544","155.23328","173.65605","182.37144","200.44238","212.7823","222.97536","238.85627","245.53704","262.49088","272.56493","281.26137","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","432.74233","458.74787","476.09909","503.77659","527.08132","544.36118","565.4649","591.04682","617.19468","635.88199","647.70308","661.07195","676.0325","692.63331","704.47277","718.41229","743.64394","797.52069","812.87994","855.46373","895.22117","914.3094","1088.9967","1105.07","1206.5746","2667.3249","3927.2474","3993.0229","4073.6275","4186.3778","4599.4516","7759.725","7833.8893","7966.6078","8129.0242","8352.6773","8828.3692","9166.5108","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","1","25.779078","32.9466","42.682306","48.086795","64.422439","75.012305","89.735571","108.67634","113.79422","130.28013","155.00081","173.65605","183.38108","200.44238","212.51012","222.97536","238.56789","245.8296","262.49088","272.56493","281.26137","298.09637","308.82572","324.09828","332.21289","350.13875","377.91067","398.13052","416.96946","432.74233","458.34819","476.09909","507.55403","518.97102","551.35116","565.4649","590.59314","618.12243","634.941","646.75338","660.59214","676.0325","692.63331","717.9121","742.62632","797.52069","882.97726","898.57505","914.3094","1088.3808","1206.5746","3065.8138","3871.3032","3993.0229","4182.7557","4421.4589","4591.8597","7536.1077","7963.2762","8123.9765","8345.8553","8821.3556","9161.1505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","1","25.779078","32.839553","42.804334","47.957452","57.149629","64.272715","71.025345","75.012305","89.735571","96.763637","108.48185","113.79422","130.28013","155.23328","173.65605","182.37144","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","298.41872","308.82572","332.21289","350.13875","377.91067","397.75819","416.96946","432.74233","458.74787","476.09909","485.92353","503.77659","518.97102","543.92579","565.4649","590.59314","617.65847","634.941","647.22814","660.59214","676.0325","692.63331","717.9121","743.13504","797.52069","812.34787","854.37225","882.42272","898.57505","914.3094","1088.3808","1206.5746","1497.1276","1788.8715","2665.3973","3872.4646","3991.8435","4072.4363","4185.1703","4598.1859","4728.1897","4792.5789","7031.2211","7758.081","7963.2762","8127.3415","8350.9715","9162.9371","9432.8959","0","0","0","0","0","0","0","0","0","0","0","0"
"63","1","25.779078","32.839553","42.804334","47.957452","62.489616","75.012305","89.735571","96.947328","108.67634","113.79422","130.28013","155.46591","174.88804","182.62359","200.44238","212.7823","222.97536","238.85627","262.49088","272.87316","281.57448","298.74124","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","433.13069","458.74787","476.09909","486.33506","504.1956","519.39631","544.36118","565.4649","591.04682","609.7978","635.41141","649.12892","676.0325","693.6161","718.41229","742.62632","781.78597","798.04788","812.87994","854.9179","883.53197","899.6944","914.87386","1032.4676","1088.9967","1206.5746","1497.8499","3873.6262","3993.0229","4073.6275","4186.3778","4599.4516","5275.8131","7247.2736","7539.3487","7761.3693","7966.6078","8130.7072","8354.3832","9168.2979","10527.013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","1","25.779078","32.9466","42.804334","47.957452","62.489616","75.012305","89.735571","96.947328","108.67634","113.79422","130.49326","155.46591","173.9021","182.62359","200.17821","212.51012","222.97536","238.85627","262.49088","272.87316","281.57448","298.74124","309.15381","324.43439","332.55318","350.13875","378.2736","398.13052","416.96946","433.13069","459.14773","476.09909","486.33506","504.1956","518.97102","544.79675","565.4649","591.04682","609.7978","635.41141","648.17819","661.55193","676.51788","693.12462","718.41229","742.62632","781.78597","798.04788","812.87994","854.9179","883.53197","899.6944","914.87386","1032.4676","1088.9967","1207.223","1498.5724","1789.661","3643.6487","3994.2024","4073.6275","4187.5856","4320.2741","4599.4516","4730.7569","5275.8131","7248.8626","7540.9695","7763.0137","7968.2738","8130.7072","8354.3832","9168.2979","10527.013","0","0","0","0","0","0","0","0","0","0"
"65","1","25.779078","32.9466","42.804334","47.957452","57.149629","62.489616","71.182733","75.012305","89.735571","96.763637","108.67634","113.79422","130.28013","155.23328","173.65605","182.62359","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.57448","309.15381","332.55318","350.13875","378.2736","398.13052","416.96946","433.13069","458.74787","476.09909","486.33506","504.1956","518.54591","544.79675","565.4649","591.04682","618.58656","634.941","647.70308","661.55193","676.0325","693.12462","718.91265","742.62632","781.26418","798.04788","812.87994","854.37225","882.97726","899.6944","914.87386","1032.4676","1088.9967","1206.5746","1497.8499","2667.3249","3993.0229","4074.8189","4186.3778","4599.4516","4729.4732","4845.703","7247.2736","7539.3487","7761.3693","7966.6078","8130.7072","8354.3832","9166.5108","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","1","20.32235","25.779078","32.9466","42.804334","47.957452","57.008614","64.272715","75.012305","89.735571","108.67634","113.79422","130.28013","155.23328","173.9021","182.62359","200.17821","212.51012","222.97536","238.85627","262.49088","272.87316","281.57448","298.74124","309.15381","332.55318","350.13875","378.2736","398.13052","416.96946","433.13069","458.74787","476.09909","486.33506","503.77659","518.97102","544.79675","565.4649","591.04682","618.58656","634.941","647.22814","661.55193","676.51788","692.63331","704.47277","718.41229","732.99361","781.26418","797.52069","812.87994","854.9179","884.08686","899.13463","914.87386","1032.4676","1072.4298","1088.9967","1104.4496","1206.5746","1381.0302","1497.8499","1789.661","2308.2098","3994.2024","4074.8189","4187.5856","4600.7176","4729.4732","4848.302","7763.0137","7968.2738","8130.7072","8354.3832","9171.8726","0","0","0","0","0","0","0","0","0","0"
